PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Cidell, Julie								Content clouds as exploratory qualitative data analysis								AREA				42	4			514	523		10.1111/j.1475-4762.2010.00952.x			DEC 2010	2010										29							WOS:000283733100014		
J	Pannuti, Thomas G.; Rho, Jeonghee; Borkowski, Kazimierz J.; Cameron, P. Brian								MIXED-MORPHOLOGY SUPERNOVA REMNANTS IN X-RAYS: ISOTHERMAL PLASMA IN HB21 AND PROBABLE OXYGEN-RICH EJECTA IN CTB 1								ASTRONOMICAL JOURNAL				140	6			1787	1805		10.1088/0004-6256/140/6/1787			DEC 2010	2010										9							WOS:000284143500015		
J	Skene, Katherine J.; Gent, Janneane F.; McKay, Lisa A.; Belanger, Kathleen; Leaderer, Brian P.; Holford, Theodore R.								Modeling effects of traffic and landscape characteristics on ambient nitrogen dioxide levels in Connecticut								ATMOSPHERIC ENVIRONMENT				44	39			5156	5164		10.1016/j.atmosenv.2010.08.058			DEC 2010	2010										17							WOS:000284661600013		
J	Rose, P.; Specht, A.; Whelan, M.; Stubbs, B.								Riparian vegetation change on the Clarence River floodplain								AUSTRALASIAN JOURNAL OF ENVIRONMENTAL MANAGEMENT				17	4			223	234					DEC 2010	2010										2							WOS:000286034200004		
J	Norris, Jaymie; Arnold, Scott; Fairman, Thomas								An indicative estimate of carbon stocks on Victoria's publicly managed land using the FullCAM carbon accounting model								AUSTRALIAN FORESTRY				73	4			209	219		10.1080/00049158.2010.10676331			DEC 2010	2010										13							WOS:000285696700002		
J	Bellarby, Jessica; Wattenbach, Martin; Tuck, Gill; Glendining, Margaret J.; Smith, Pete								The potential distribution of bioenergy crops in the UK under present and future climate								BIOMASS & BIOENERGY				34	12			1935	1945		10.1016/j.biombioe.2010.08.009			DEC 2010	2010										13							WOS:000285120900036		
J	Gonzalez-Abraham, Charlotte. E.; Garcillan, Pedro P.; Ezcurra, Exequiel		Grp Trabajo Ecorregiones						Ecoregions of Baja California peninsula: A synthesis								BOLETIN DE LA SOCIEDAD BOTANICA DE MEXICO				87				69	82					DEC 2010	2010										15							WOS:000285795200006		
J	Angel, Shlomo; Parent, Jason; Civco, Daniel L.								Ten compactness properties of circles: measuring shape in geography								CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN				54	4			441	461		10.1111/j.1541-0064.2009.00304.x			WIN 2010	2010										29							WOS:000284645500004		
J	Iqbal, Javed; MacLean, David A.								Prediction of balsam fir sawfly defoliation using a Bayesian network model								CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE				40	12			2322	2332		10.1139/X10-174			DEC 2010	2010										3							WOS:000285555900006		
J	Shao Fei; Gu Junzhong								IMHD-ST: an Algorithm for 3-Dimensional Spatial-Temporal Trajectory Matching								CHINA COMMUNICATIONS				7	6			128	140					DEC 2010	2010										0							WOS:000285494500019		
J	Cao ChunXiang; Xu Min; Chang ChaoYi; Xue Yong; Zhong ShaoBo; Fang LiQun; Cao WuChun; Zhang Hao; Gao MengXu; He QiSheng; Zhao Jian; Chen Wei; Zheng Sheng; Li XiaoWen								Risk analysis for the highly pathogenic avian influenza in Mainland China using meta-modeling								CHINESE SCIENCE BULLETIN				55	36			4168	4178		10.1007/s11434-010-4225-x			DEC 2010	2010										18							WOS:000285443000013		
J	Kopp, Robert E.; Mitrovica, Jerry X.; Griffies, Stephen M.; Yin, Jianjun; Hay, Carling C.; Stouffer, Ronald J.								The impact of Greenland melt on local sea levels: a partially coupled analysis of dynamic and static equilibrium effects in idealized water-hosing experiments A letter								CLIMATIC CHANGE				103	3-4			619	625		10.1007/s10584.010.9935.1			DEC 2010	2010										67							WOS:000285069300016		
J	Klobucar, Damir; Pernar, Renata; Loncaric, Sven; Subasic, Marko; Seletkovic, Ante; Ancic, Mario								Detecting Forest Damage in Cir Aerial Photographs Using a Neural Network								CROATIAN JOURNAL OF FOREST ENGINEERING				31	2			157	163					DEC 2010	2010										4							WOS:000286954000008		
J	Ghosh, Saibal; Guenther, Andreas; Carranza, Emmanuel John M.; van Westen, Cees J.; Jetten, Victor G.								Rock slope instability assessment using spatially distributed structural orientation data in Darjeeling Himalaya (India)								EARTH SURFACE PROCESSES AND LANDFORMS				35	15			1773	1792		10.1002/esp.2017			DEC 2010	2010										16							WOS:000285396500003		
J	Yang, Bo; Li, Ming-Han								Ecological engineering in a new town development: Drainage design in The Woodlands, Texas								ECOLOGICAL ENGINEERING				36	12			1639	1650		10.1016/j.ecoleng.2010.07.002			DEC 2010	2010										17							WOS:000284384900005		
J	Larrue, Sebastien; Meyer, Jean-Yves; Chiron, Thomas								Anthropogenic Vegetation Contributions to Polynesia's Social Heritage: The Legacy of Candlenut Tree (Aleurites moluccana) Forests and Bamboo (Schizostachyum glaucifolium) Groves on the Island of Tahiti								ECONOMIC BOTANY				64	4			329	339		10.1007/s12231-010-9130-3			DEC 2010	2010										2							WOS:000284897400005		
J	Lorz, C.; Fuerst, C.; Galic, Z.; Matijasic, D.; Podrazsky, V.; Potocic, N.; Simoncic, P.; Strauch, M.; Vacik, H.; Makeschin, F.								GIS-based Probability Assessment of Natural Hazards in Forested Landscapes of Central and South-Eastern Europe								ENVIRONMENTAL MANAGEMENT				46	6			920	930		10.1007/s00267-010-9508-0			DEC 2010	2010										11							WOS:000285361300008		
J	Fuerst, Christine; Volk, Martin; Pietzsch, Katrin; Makeschin, Franz								Pimp Your Landscape: A Tool for Qualitative Evaluation of the Effects of Regional Planning Measures on Ecosystem Services								ENVIRONMENTAL MANAGEMENT				46	6			953	968		10.1007/s00267-010-9570-7			DEC 2010	2010										22							WOS:000285361300011		
J	Chang, Ni-Bin; Makkeasorn, Ammarin								Optimal Site Selection of Watershed Hydrological Monitoring Stations Using Remote Sensing and Grey Integer Programming								ENVIRONMENTAL MODELING & ASSESSMENT				15	6			469	486		10.1007/s10666-009-9213-7			DEC 2010	2010										13							WOS:000283368200003		
J	Updegraff, Karen; Zimmerman, Patrick R.; Kozak, Patrick; Chen, Ding-Geng; Price, Maribeth								Estimating the uncertainty of modeled carbon sequestration: The GreenCert (TM) system								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1565	1572		10.1016/j.envsoft.2010.05.009			DEC 2010	2010										7							WOS:000282655200007		
J	Chen, Y.; Yu, J.; Khan, S.								Spatial sensitivity analysis of multi-criteria weights in GIS-based land suitability evaluation								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1582	1591		10.1016/j.envsoft.2010.06.001			DEC 2010	2010										144							WOS:000282655200009		
J	van den Broek, Machteld; Brederode, Evelien; Ramirez, Andrea; Kramers, Leslie; van der Kuip, Muriel; Wildenborg, Ton; Turkenburg, Wim; Faaij, Andre								Designing a cost-effective CO2 storage infrastructure using a GIS based linear optimization energy model								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1754	1768		10.1016/j.envsoft.2010.06.015			DEC 2010	2010										46							WOS:000282655200025		
J	Morio, M.; Finkel, M.; Martac, E.								Flow guided interpolation - A GIS-based method to represent contaminant concentration distributions in groundwater								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1769	1780		10.1016/j.envsoft.2010.05.018			DEC 2010	2010										12							WOS:000282655200026		
J	Zhang, Xuesong; Srinivasan, Raghavan								GIS-based spatial precipitation estimation using next generation radar and raingauge data								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1781	1788		10.1016/j.envsoft.2010.05.012			DEC 2010	2010										24							WOS:000282655200027		
J	Xu, Bingli; Lin, Hui; Chiu, Long S.; Tang, Sammy; Cheung, Jimmy; Hu, Ya; Zeng, Liping								VGE-CUGrid: An integrated platform for efficient configuration, computation, and visualization of MM5								ENVIRONMENTAL MODELLING & SOFTWARE				25	12			1894	1896		10.1016/j.envsoft.2010.05.013			DEC 2010	2010										7							WOS:000282655200039		
J	Fox, J. Tyler; Adams, Ginny; Sharum, Martin; Steelman, Karen L.								Passive Sampling of Bioavailable Organic Chemicals in Perry County, Missouri Cave Streams								ENVIRONMENTAL SCIENCE & TECHNOLOGY				44	23			8835	8841		10.1021/es1019367			DEC 1 2010	2010										12							WOS:000284523400010		
J	Malkoc, Semra; Yazici, Berna; Koparal, A. Savas								ASSESSMENT OF THE LEVELS OF HEAVY METAL POLLUTION IN ROADSIDE SOILS OF ESKISEHIR, TURKEY								ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY				29	12			2720	2725		10.1002/etc.354			DEC 2010	2010										9							WOS:000284683200011		
J	Kvetina, Petr								THE SPATIAL ANALYSIS OF NON-CERAMIC REFUSE FROM THE NEOLITHIC SITE AT BYLANY, CZECH REPUBLIC								EUROPEAN JOURNAL OF ARCHAEOLOGY				13	3			336	367		10.1177/1461957110386673			DEC 2010	2010										4							WOS:000285499900004		
J	Durduran, S. Savas								A decision making system to automatic recognize of traffic accidents on the basis of a GIS platform								EXPERT SYSTEMS WITH APPLICATIONS				37	12			7729	7736		10.1016/j.eswa.2010.04.068			DEC 2010	2010										26							WOS:000281339900036		
J	Ahmadi, Farshid Farnood; Ebadi, Hamid								Design and implementation of an expert interface system for integration of photogrammetric and Geographic Information Systems for intelligent preparation and structuring of spatial data								EXPERT SYSTEMS WITH APPLICATIONS				37	12			8006	8013		10.1016/j.eswa.2010.05.090			DEC 2010	2010										5							WOS:000281339900070		
J	Lin, Gonghua; Xie, Jiuxiang; Ci, Haixin; Tang, Lizhou; Su, Jianping; Zhang, Tongzuo								Morphological adaptations of incisors in the subterranean Gansu zokor, Myospalax cansus (Rodentia, Spalacidae)								FOLIA ZOOLOGICA				59	4			295	300					DEC 2010	2010										2							WOS:000285536900004		
J	Roberts, Mary Louise								The Silver Foxhole: The GIs and Prostitution in Paris, 1944-1945								FRENCH HISTORICAL STUDIES				33	1			99	128		10.1215/00161071-2009-022			WIN 2010	2010										2							WOS:000273778800004		
J	Abu Baker, Mohammad A.; Brown, Joel S.								Islands of fear: effects of wooded patches on habitat suitability of the striped mouse in a South African grassland								FUNCTIONAL ECOLOGY				24	6			1313	1322		10.1111/j.1365-2435.2010.01757.x			DEC 2010	2010										20							WOS:000284589400018		
J	Brooks, S. M.; Spencer, T.								Temporal and spatial variations in recession rates and sediment release from soft rock cliffs, Suffolk coast, UK								GEOMORPHOLOGY				124	1-2			26	41		10.1016/j.geomorph.2010.08.005			DEC 1 2010	2010										30							WOS:000283910200003		
J	Andrews, Brian D.; Brothers, Laura L.; Barnhardt, Walter A.								Automated feature extraction and spatial organization of seafloor pockmarks, Belfast Bay, Maine, USA								GEOMORPHOLOGY				124	1-2			55	64		10.1016/j.geomorph.2010.08.009			DEC 1 2010	2010										21							WOS:000283910200005		
J	Walker, Ryan C. J.								THE DECLINE OF THE CRITICALLY ENDANGERED NORTHERN MADAGASCAR SPIDER TORTOISE (PYXIS ARACHNOIDES BRYGOOI)								HERPETOLOGICA				66	4			411	417		10.1655/09-047.1			DEC 2010	2010										5							WOS:000285568800004		
J	Mann, Kirandeep K.; Schumann, Arnold W.; Obreza, Thomas A.; Sartain, Jerry B.								Indicator Crop Bioassays to Define Citrus Productivity in Sandy Soils								HORTSCIENCE				45	12			1859	1865					DEC 2010	2010										1							WOS:000285371800017		
J	O'Brien, Patrick J.; Wehr, John D.								Periphyton biomass and ecological stoichiometry in streams within an urban to rural land-use gradient								HYDROBIOLOGIA				657	1			89	105		10.1007/s10750-009-9984-5			DEC 2010	2010										21							WOS:000282323300007		
J	Hikita, Masayuki; Ohtsuka, Shinya; Okabe, Shigemitsu; Wada, Junichi; Hoshino, Toshihiro; Maruyama, Shiro								Influence of Disconnecting Part on Propagation Properties of PD-induced Electromagnetic Wave in Model GIS								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				17	6			1731	1737		10.1109/TDEI.2010.5658223			DEC 2010	2010										30							WOS:000285056300009		
J	Pradhan, Biswajeet; Sezer, Ebru Akcapinar; Gokceoglu, Candan; Buchroithner, Manfred F.								Landslide Susceptibility Mapping by Neuro-Fuzzy Approach in a Landslide-Prone Area (Cameron Highlands, Malaysia)								IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING				48	12			4164	4177		10.1109/TGRS.2010.2050328			DEC 2010	2010										118							WOS:000284361800002		
J	Mikropoulos, P. N.; Tsovilis, T. E.								Lightning attachment models and maximum shielding failure current of overhead transmission lines: implications in insulation coordination of substations								IET GENERATION TRANSMISSION & DISTRIBUTION				4	12			1299	1313		10.1049/iet-gtd.2009.0685			DEC 2010	2010										10							WOS:000282478700003		
J	Rajakumari, S.; Subramanian, B. R.; Balasubramanian, T.								GIS based spatial distribution of environmental parameters at selected locations along the coastline of the country								INDIAN JOURNAL OF MARINE SCIENCES				39	4			541	548					DEC 2010	2010										1							WOS:000288041100013		
J	Abdalla, Rifaat; Li, Jonathan								Towards effective application of geospatial technologies for disaster management								INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION				12	6			405	407		10.1016/j.jag.2010.09.003			DEC 2010	2010										6							WOS:000283640900001		
J	Shahid, Shamsuddin								Rainfall variability and the trends of wet and dry periods in Bangladesh								INTERNATIONAL JOURNAL OF CLIMATOLOGY				30	15			2299	2313		10.1002/joc.2053			DEC 2010	2010										48							WOS:000285307100006		
J	Sauter, Tobias; Weitzenkamp, Bjoern; Schneider, Christoph								Spatio-temporal prediction of snow cover in the Black Forest mountain range using remote sensing and a recurrent neural network								INTERNATIONAL JOURNAL OF CLIMATOLOGY				30	15			2330	2341		10.1002/joc.2043			DEC 2010	2010										14							WOS:000285307100008		
J	Halek, F.; Keyanpour, M.; Pirmoradi, A.; Kavousi, A.								Estimation of Urban Suspended Particulate Air Pollution Concentration								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH				4	1			161	168					WIN 2010	2010										10							WOS:000273827000017		
J	Tabesh, M.; Delavar, M. R.; Delkhah, A.								Use of geospatial information system based tool for renovation and rehabilitation of water distribution systems								INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY				7	1			47	58		10.1007/BF03326116			WIN 2010	2010										7							WOS:000272795600006		
J	Schaich, Harald; Szabo, Isabel; Kaphegyi, Thomas A. M.								Grazing with Galloway cattle for floodplain restoration in the Syr Valley, Luxembourg								JOURNAL FOR NATURE CONSERVATION				18	4			268	277		10.1016/j.jnc.2009.12.001			DEC 2010	2010										8							WOS:000281615200004		
J	Gurrutxaga, Mikel; Lozano, Pedro J.; del Barrio, Gabriel								GIS-based approach for incorporating the connectivity of ecological networks into regional planning								JOURNAL FOR NATURE CONSERVATION				18	4			318	326		10.1016/j.jnc.2010.01.005			DEC 2010	2010										39							WOS:000281615200010		
J	Benoit, Smets; Christelle, Wauthier; Nicolas, d'Oreye								A new map of the lava flow field of Nyamulagira (D.R. Congo) from satellite imagery								JOURNAL OF AFRICAN EARTH SCIENCES				58	5			778	786		10.1016/j.jafrearsci.2010.07.005			DEC 2010	2010										1							WOS:000285122200006		
J	Chaudhari, K. N.; Tripathy, Rojalin; Patel, N. K.								Spatial wheat yield prediction using crop simulation model, GIS, remote sensing and ground observed data								JOURNAL OF AGROMETEOROLOGY				12	2			174	180					DEC 2010	2010										7							WOS:000286448200004		
J	Stanish, Charles; de la Vega, Edmundo; Moseley, Michael; Williams, Patrick Ryan; Cecilia Chavez, J.; Vining, Benjamin; LaFavre, Karl								Tiwanaku trade patterns in southern Peru								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				29	4			524	532		10.1016/j.jaa.2010.09.002			DEC 2010	2010										19							WOS:000284673400007		
J	Pryce, T. O.; Abrams, M. J.								Direct detection of Southeast Asian smelting sites by ASTER remote sensing imagery: technical issues and future perspectives								JOURNAL OF ARCHAEOLOGICAL SCIENCE				37	12			3091	3098		10.1016/j.jas.2010.07.009			DEC 2010	2010										5							WOS:000283903500014		
J	Szabo, Judit K.								DYNAMICS AND SPATIO-TEMPORAL VARIABILITY OF ENVIRONMENTAL FACTORS IN EASTERN AUSTRALIA USING FUNCTIONAL PRINCIPAL COMPONENT ANALYSIS								JOURNAL OF BIOLOGICAL SYSTEMS				18	4			763	785		10.1142/S0218339010003500			DEC 2010	2010										0							WOS:000285459600004		
J	Beyer, Kirsten M. M.; Comstock, Sara; Seagren, Renea								Disease Maps as Context for Community Mapping: A Methodological Approach for Linking Confidential Health Information with Local Geographical Knowledge for Community Health Research								JOURNAL OF COMMUNITY HEALTH				35	6			635	644		10.1007/s10900-010-9254-5			DEC 2010	2010										7							WOS:000284780200010		
J	Huang, Hsin-Cheng; Hsu, Nan-Jung; Theobald, David M.; Breidt, F. Jay								Spatial Lasso With Applications to GIS Model Selection								JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS				19	4			963	983		10.1198/jcgs.2010.07102			DEC 2010	2010										13							WOS:000286684700011		
J	Ehret, Dominik; Rohn, Joachim; Dumperth, Christian; Eckstein, Susan; Ernstberger, Stefanie; Otte, Karel; Rudolph, Rene; Wiedenmann, Johannes; Wei, Xiang; Renneng, Bi								Frequency ratio analysis of mass movements in the Xiangxi catchment, Three Gorges Reservoir area, China								JOURNAL OF EARTH SCIENCE				21	6			824	834		10.1007/s12583-010-0134-9			DEC 2010	2010										16							WOS:000284904700002		
J	Schonbrodt, Sarah; Saumer, Patrick; Behrens, Thorsten; Seeber, Christoph; Scholten, Thomas								Assessing the USLE crop and management factor C for soil erosion modeling in a large mountainous watershed in Central China								JOURNAL OF EARTH SCIENCE				21	6			835	845		10.1007/s12583-010-0135-8			DEC 2010	2010										20							WOS:000284904700003		
J	Wei Fangqiang; Chernomorets, Sergey; Aristov, Konstantin; Petrakov, Dmitry; Tutubalina, Olga; Su Pengcheng; Jiang Yuhong; Xu Aisong; Petrasov, Alexey								A Seismically triggered landslide in the Niujuan valley near the epicenter of the 2008 Wenchuan earthquake								JOURNAL OF EARTH SCIENCE				21	6			901	909		10.1007/s12583-010-0143-8			DEC 2010	2010										4							WOS:000284904700012		
J	Li Hui; Chen Xiaoling; Lim, Kyoung Jae; Cai Xiaobin; Sagong, Myung								Assessment of soil erosion and sediment yield in Liao watershed, Jiangxi Province, China, Using USLE, GIS, and RS								JOURNAL OF EARTH SCIENCE				21	6			941	953		10.1007/s12583-010-0147-4			DEC 2010	2010										10							WOS:000284904700016		
J	Nepal, Vishnu; Banerjee, Deborah; Slentz, Monica; Perry, Mark; Scott, Deborah								COMMUNITY-BASED PARTICIPATORY RESEARCH IN DISASTER PREPAREDNESS AMONG LINGUISTICALLY ISOLATED POPULATIONS: A PUBLIC HEALTH PERSPECTIVE								JOURNAL OF EMPIRICAL RESEARCH ON HUMAN RESEARCH ETHICS				5	4			53	63		10.1525/jer.2010.5.4.53			DEC 2010	2010										2							WOS:000285004200007		
J	Luo, Wei; Lu, Yonlong; Zhang, Yarl; Fu, Wenyou; Wang, Bin; Jiao, Wentao; Wang, Guang; Tong, Xiaojuan; Giesy, John P.								Watershed-scale assessment of arsenic and metal contamination in the surface soils surrounding Miyun Reservoir, Beijing, China								JOURNAL OF ENVIRONMENTAL MANAGEMENT				91	12			2599	2607		10.1016/j.jenvman.2010.07.023			DEC 2010	2010										11							WOS:000282926200024		
J	Sarkin, Andrew J.; Levack, Ashley E.; Shieh, Marian M.; Kavanaugh, Arthur F.; Khanna, Dinesh; Singh, Jasvinder A.; Terkeltaub, Robert A.; Lee, Susan J.; Hirsch, Jan D.								Predictors of doctor-rated and patient-rated gout severity: gout impact scales improve assessment								JOURNAL OF EVALUATION IN CLINICAL PRACTICE				16	6			1244	1247		10.1111/j.1365-2753.2009.01303.x			DEC 2010	2010										13							WOS:000285763900035		
J	White, I.; Kingston, R.; Barker, A.								Participatory geographic information systems and public engagement within flood risk management								JOURNAL OF FLOOD RISK MANAGEMENT				3	4			337	346		10.1111/j.1753-318X.2010.01083.x			DEC 2010	2010										31							WOS:000284169300008		
J	Zhu Xudong; He Honglin; Liu Min; Yu Guirui; Sun Xiaomin; Gao Yanhua								Spatio-temporal variation of photosynthetically active radiation in China in recent 50 years								JOURNAL OF GEOGRAPHICAL SCIENCES				20	6			803	817		10.1007/s11442-010-0812-7			DEC 2010	2010										17							WOS:000282912300001		
J	Hemmavanh, Chanhda; Ye Yanmei; Yoshida, A.								Forest land use change at Trans-Boundary Laos-China Biodiversity Conservation Area								JOURNAL OF GEOGRAPHICAL SCIENCES				20	6			889	898		10.1007/s11442-010-0818-1			DEC 2010	2010										3							WOS:000282912300007		
J	Chu Duo; Zhang Yili; Bianba Ciren; Liu Linshan								Land use dynamics in Lhasa area, Tibetan Plateau								JOURNAL OF GEOGRAPHICAL SCIENCES				20	6			899	912		10.1007/s11442-010-0819-0			DEC 2010	2010										4							WOS:000282912300008		
J	Pandit, Shubha N.; Hayward, April; de Leeuw, Jan; Kolasa, Jurek								Does plot size affect the performance of GIS-based species distribution models?								JOURNAL OF GEOGRAPHICAL SYSTEMS				12	4			389	407		10.1007/s10109-010-0106-8			DEC 2010	2010										2							WOS:000284163500002		
J	Wu, Xiaolan; Grubesic, Tony H.								Identifying irregularly shaped crime hot-spots using a multiobjective evolutionary algorithm								JOURNAL OF GEOGRAPHICAL SYSTEMS				12	4			409	433		10.1007/s10109-010-0107-7			DEC 2010	2010										10							WOS:000284163500003		
J	Creque, Sara M.; Stainbrook, Karen M.; Glover, David C.; Czesny, Sergiusz J.; Dettmers, John M.								Mapping bottom substrate in Illinois waters of Lake Michigan: Linking substrate and biology								JOURNAL OF GREAT LAKES RESEARCH				36	4			780	789		10.1016/j.jglr.2010.08.010			DEC 2010	2010										5							WOS:000285170300021		
J	Njau, Jackson K.; Hlusko, Leslea J.								Fine-tuning paleoanthropological reconnaissance with high-resolution satellite imagery: the discovery of 28 new sites in Tanzania								JOURNAL OF HUMAN EVOLUTION				59	6			680	684		10.1016/j.jhevol.2010.07.014			DEC 2010	2010										7							WOS:000284971900007		
J	Bourdillon, R.; Rousseau, A. N.; Secretan, Y.								Modification of the Lake Flow Algorithm of the Distributed Hydrological Model HYDROTEL When Modeling Lakes with Multiple Outlets								JOURNAL OF HYDROLOGIC ENGINEERING				15	12			955	962		10.1061/(ASCE)HE.1943-5584.0000221			DEC 2010	2010										0							WOS:000284276700001		
J	Hoffman, Daniel E.; Buchberger, Steven G.; Flanders, Michael U.								Preventing Sewer Blowouts during High-Velocity Jet Cleaning Operations								JOURNAL OF INFRASTRUCTURE SYSTEMS				16	4			273	281		10.1061/(ASCE)IS.1943-555X.0000032			DEC 2010	2010										1							WOS:000284277500006		
J	Chien, Lien-Kwei; Feng, Tsung-Shen; Yen, Chieh-Cheng; Lee, Beng-Chun; Chang, Heng-Wen								THE APPLICATION OF e-TECHNOLOGY FOR MARINE INFORMATION SERVICE								JOURNAL OF MARINE SCIENCE AND TECHNOLOGY-TAIWAN				18	6			797	808					DEC 2010	2010										4							WOS:000285818400003		
J	Kobayashi, Shinji; Fujioka, Tetsushi; Tanaka, Yuji; Inoue, Michiyoshi; Niho, Yoshiyuki; Miyoshi, Akira								A Geographical Information System Using the Google Map API for Guidance to Referral Hospitals								JOURNAL OF MEDICAL SYSTEMS				34	6			1157	1160		10.1007/s10916-009-9335-0			DEC 2010	2010										8							WOS:000283258000019		
J	Wang Meng; Qiao Jianping; He Siming								GIS-based earthquake-triggered landslide hazard zoning using contributing weight model								JOURNAL OF MOUNTAIN SCIENCE				7	4			339	352		10.1007/s11629-010-2054-7			DEC 2010	2010										11							WOS:000284074700004		
J	Schroeder, Winfried; Holy, Marcel; Pesch, Roland; Harmens, Harry; Ilyin, Ilia; Steinnes, Eiliv; Alber, Renate; Aleksiayenak, Yuliya; Blum, Oleg; Coskun, Mahmut; Dam, Maria; De Temmerman, Ludwig; Frolova, Marina; Frontasyeva, Marina; Gonzalez Miqueo, Laura; Grodzinska, Krystyna; Jeran, Zvonka; Korzekwa, Szymon; Krmar, Miodrag; Kubin, Eero; Kvietkus, Kestutis; Leblond, Sebastien; Liiv, Siiri; Magnusson, Sigurdur; Mankovska, Blanka; Piispanen, Juha; Ruhling, Ake; Santamaria, Jesus; Spiric, Zdravko; Suchara, Ivan; Thoeni, Lotti; Urumov, Viktor; Yurukova, Lilyana; Zechmeister, Harald G.								Are cadmium, lead and mercury concentrations in mosses across Europe primarily determined by atmospheric deposition of these metals?								JOURNAL OF SOILS AND SEDIMENTS				10	8			1572	1584		10.1007/s11368-010-0254-y			DEC 2010	2010										28							WOS:000284428600015		
J	Meierdiercks, Katherine L.; Smith, James A.; Baeck, Mary Lynn; Miller, Andrew J.								Heterogeneity of Hydrologic Response in Urban Watersheds								JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION				46	6			1221	1237		10.1111/j.1752-1688.2010.00487.x			DEC 2010	2010										23							WOS:000284769000010		
J	Kumar, Uttam; Kerle, Norman; Punia, Milap; Ramachandra, T. V.								Mining Land Cover Information Using Multilayer Perceptron and Decision Tree from MODIS Data								JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING				38	4			592	603		10.1007/s12524-011-0061-y			DEC 2010	2010										8							WOS:000288560900002		
J	Wedekin, Leonardo L.; Daura-Jorge, Fabio G.; Simoes-Lopes, Paulo C.								Habitat preferences of Guiana dolphins, Sotalia guianensis (Cetacea: Delphinidae), in Norte Bay, southern Brazil								JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM				90	8			1561	1570		10.1017/S0025315410001414			DEC 2010	2010										7							WOS:000285478400010		
J	de Faria Oshima, Julia Emi; de Oliveira Santos, Marcos Cesar; Bazzalo, Mariel; de Carvalho Flores, Paulo Andre; Pupim, Fabiano do Nascimento								Home ranges of Guiana dolphins (Sotalia guianensis) (Cetacea: Delphinidae) in the Cananeia estuary, Brazil								JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM				90	8			1641	1647		10.1017/S0025315410001311			DEC 2010	2010										5							WOS:000285478400018		
J	Liu, Lichen; Dong, Xiaofeng; Chi, Shouqian								Quantitative Delimitation of Metropolitan Areas Based on a Synthetic Method: Case Study in the Lanzhou Metropolitan Area								JOURNAL OF URBAN PLANNING AND DEVELOPMENT				136	4			357	364		10.1061/(ASCE)UP.1943-5444.0000029			DEC 2010	2010										15							WOS:000284280000009		
J	Su, Weizhong; Gu, Chaolin; Yang, Guishan								Assessing the Impact of Land Use/Land Cover on Urban Heat Island Pattern in Nanjing City, China								JOURNAL OF URBAN PLANNING AND DEVELOPMENT				136	4			365	372		10.1061/(ASCE)UP.1943-5444.0000033			DEC 2010	2010										23							WOS:000284280000010		
J	Cete, Mehmet								Turkish Land Readjustment: Good Practice in Urban Development								JOURNAL OF URBAN PLANNING AND DEVELOPMENT-ASCE				136	4			373	380		10.1061/(ASCE)UP.1943-5444.0000031			DEC 2010	2010										6							WOS:000284280000011		
J	Peng, Sen; Fu, George Yu-zhu; Zhao, Xin-hua								Integration of USEPA WASP model in a GIS platform								JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE A				11	12			1015	1024		10.1631/jzus.A1000244			DEC 2010	2010										3							WOS:000285106300014		
J	Chuman, Tomas; Romportl, Dusan								Multivariate classification analysis of cultural landscapes: An example from the Czech Republic								LANDSCAPE AND URBAN PLANNING				98	3-4			200	209		10.1016/j.landurbplan.2010.08.003			DEC 2010	2010										22							WOS:000284973400008		
