PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Sun, W.; Li, Y.; Zheng, D. S.; Guo, R. Y.; Du, X. H.			IEEE					Insulation Characteristics of SF6/N-2 Gas Mixtures and Applied Researches								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								879	882					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	1							WOS:000360957000214		
J	El Bahy, M. M.; Ward, S. A.; Morsi, R.; Badawi, M.			IEEE					Identification of Contaminating Particle Geometry in a Co-axial Configuration Using Trichel Pulse Characteristics								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								895	900					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	1							WOS:000360957000218		
J	Lu, Qifu; Ye, Qizheng; Lv, Hong; Li, Xingwang; Yang, Chu; Wu, Siyang			IEEE					Research on the Micro-void Discharge in Power Frequency and High Frequency								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1070	1072					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000261		
J	Luo Chenchen; Zhang Xiaoxing; Tang Ju			IEEE					The Sensitive Characteristics Analysis on Adsorbent-doped Carbon Nanotube Sensors for Detecting H2S								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1128	1131					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000276		
J	Lv Hong; Ye Qizheng; Li Xingwang; Lu Qifu; Tang Zhiguo; Chen Tian			IEEE					Studying on Dimensional Standardization of UHF Partial Discharge Detection System								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1201	1204					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000294		
J	Zhuo Ran; Tang Ju; Fan Lei; Liu Yonggang; Zhang Xiaoxing			IEEE					Study on Relationship Between Optical Signals and Charge Quantity of Partial Discharge under Four Typical Insulation Defects								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1209	1212					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000296		
J	Dong, Wenlong; Liu, Xuandong; Gao, Meng; Yang, Hao			IEEE					Investigation of States Recognition of Motion Conducting Particles under DC voltages using the Pulse Current Method								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1246	1249					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	2							WOS:000360957000305		
J	Jiang, Tianyan; Li, Jian; He, Zhiman; Wang, Peng			IEEE					Simulation and Experiments of UHF Detection for Partial Discharge in Power Transformers								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1262	1265					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000309		
J	Li, Wei; Liang, Nai-feng; Zhang, Long; Zheng, Zhong			IEEE					Modeling Typical PD Defaults and Evaluating HUF PD Noise in GIS								Conference on Electrical Insulation and Dielectric Phenomena Annual Report								1302	1305					2013	2013						IEEE Annual Report Conference on Electrical Insulation and Dielectric Phenomena (CEIDP)	OCT 20-23, 2013	IEEE	Shenzhen, PEOPLES R CHINA	0							WOS:000360957000319		
J	Jardini, Mauricio G. M.; Jardini, Jose A.; Oliveira, Elaine C. F. G.; Quintanilha, Jose A.; Magrini, Luiz C.; Chen, Edson W.; Nicoli, Sidnei; Dzedzej, Maira			IEEE					Geotechnology Application Upon a Brazilian Hydroelectric Plant to Determine Ambient Impacts and Environmental Restrictions								2013 IEEE GRENOBLE POWERTECH (POWERTECH)														2013	2013						IEEE Grenoble PowerTech (POWERTECH) Conference	JUN 16-20, 2013	IEEE	Grenoble, FRANCE	0							WOS:000387091900005		
J	Husain, Faizah; Hussein, Siti Mahfudzah; Mastor, Thuaibatul Aslamiah; Rasam, Abdul Rauf Abdul; Samad, Abd Manan; Ma'arof, Ismail; Hashim, Khairil Afendy			IEEE					A Review of WEB - Based GIS for Visualization of George Town, Penang Sustainability as World Heritage Site								2013 IEEE INTERNATIONAL CONFERENCE ON CONTROL SYSTEM, COMPUTING AND ENGINEERING (ICCSCE 2013)								435	+					2013	2013						IEEE International Conference on Control System, Computing and Engineering (ICCSCE)	NOV 29-DEC 01, 2013	IEEE; IEEE Control Syst Soc Chapter Malaysia; IEEE Malaysia Sect; Univ Teknologi MARA	Penang, MALAYSIA	0							WOS:000349904800083		
J	Ahmad, Anuar; Tahar, Khairul Nizam; Udin, Wani Sofia; Hashim, Khairil Afendy; Darwin, NorHadija; Room, Mohd Hafis Mohd; Hamid, Nurul Farhah Adul; Azhar, Noor Aniqah Mohd; Azmi, Shahrul Mardhiah			IEEE					Digital Aerial Imagery of Unmanned Aerial Vehicle for Various Applications								2013 IEEE INTERNATIONAL CONFERENCE ON CONTROL SYSTEM, COMPUTING AND ENGINEERING (ICCSCE 2013)								535	540					2013	2013						IEEE International Conference on Control System, Computing and Engineering (ICCSCE)	NOV 29-DEC 01, 2013	IEEE; IEEE Control Syst Soc Chapter Malaysia; IEEE Malaysia Sect; Univ Teknologi Mara	Penang, MALAYSIA	10							WOS:000349904800102		
J	Huang, Qi; Yao, Ruoting; Li, Fuchao; Zhen, Wei			IEEE					Design and implementation of a non-contact magnetic field measurement based fault location system for overhead transmission line								2013 IEEE INTERNATIONAL CONFERENCE ON SMART INSTRUMENTATION, MEASUREMENT AND APPLICATIONS (ICSIMA 2013)														2013	2013						IEEE International Conference on Smart Instrumentation, Measurement and Applications (IEEE-ICSIMA)	NOV 25-27, 2013	IEEE; Malaysia Convent & Exhibit Bur; Minist Tourism; IEEE Instrumentat & Measurement Soc Malaysia Chapter; Univ Teknologi MARA; Monash Univ Sunway Campus; Univ Sains Malaysia; Int Islam Univ Malaysia; IEEE Malaysia Sect	Kuala Lumpur, MALAYSIA	0							WOS:000349907400010		
J	Liu, Huan; Zhang, Fan; Hu, Wei			IEEE					GPU RASTERIZATION BASED OCTREE FAST GENERATION ALGORITHM FOR TERRAIN MODELING								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								282	285		10.1109/IGARSS.2013.6721147			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900069		
J	Pouteau, Robin; Collin, Antoine; Archambaul, Philippe; Stou, Benoit			IEEE					MODELING REEF HEALTH FROM UPSTREAM SOCIO-ECOLOGICAL COMPONENTS USING GIS AND RS								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								306	309		10.1109/IGARSS.2013.6721153			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900075		
J	Nishio, Masahiro; Mori, Masatoshi			IEEE					PRECIPITATION ANALYSIS BY X-BAND MP RADAR DATA USING GOOGLE EARTH								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								570	573		10.1109/IGARSS.2013.6721220			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900140		
J	Liu Jian; Fan Xiangtao; Chen Lin; Chen Lajiao			IEEE					DESIGN AND IMPLEMENTATION OF DISASTER BACKGROUND DATABASE AND VISUALIZATION SYSTEM								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								597	599		10.1109/IGARSS.2013.6721227			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900146		
J	Wang, Xiaoqing; Dou, Aixia; Sun, Guoqing; Ding, Xiang; Yuan, Xiang			IEEE					STUDY ON THE VULNERABILITY ASSESSMENT OF CATASTROPHE EARTHQUAKE BASED ON RS AND GIS AND ITS PRIMARY APPLICATION								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								688	691		10.1109/IGARSS.2013.6721250			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900167		
J	Deng, Fei; Li, Xiaobing; Wang, Hong; Li, Guoqing; Zhang, Meng			IEEE					COMPREHENSIVE SUITABILITY EVALUATION OF ALFALFA CULTIVATION USING GIS AND RS:A CASE STUDY IN DUOLUN, CHINA								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								779	782		10.1109/IGARSS.2013.6721273			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900190		
J	Chen, Hou-Chang; Lo, Nan-Chang; Chang, Wei-, I; Huang, Kai-Yi			IEEE					A QUICK SCREENING METHOD: MODELING TREE SPECIES SPATIAL PATTERNS USING DEM AND WORLDVIEW-II IMAGE								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								794	797		10.1109/IGARSS.2013.6721277			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638900194		
J	Lin, Yi-Hsen; Lo, Nan-Chang; Chang, We-, I; Huang, Kai-Yi			IEEE					REVERSE CASTING TAIWAN RED CYPRESS DISTRIBUTION IN CENTRAL TAIWAN FROM TOPOGRAPHIC SHELTERING EFFECTS OF TAIWAN FIR IN HOHUAN MOUNTAINS								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								1011	1014		10.1109/IGARSS.2013.6721334			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638901035		
J	Chrisman, Nicholas			IEEE					Progress and Missed Opportunities in Spatial Analysis for Digital Earth								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								1163	1165		10.1109/IGARSS.2013.6721372			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638901073		
J	Zhang, Yun; Liu, Fengling; Gu, Qiming; Meng, Wanting; Hong, Zhonghua; Han, Yanling			IEEE					STUDY OF ACCURATE OCEAN-ALTIMETRY WITH GNSS-R								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								1410	1413		10.1109/IGARSS.2013.6723048			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	1							WOS:000345638901135		
J	Oh, Jungh-hee; Choi, Hyun-woo; Park, Heung-Sik			IEEE					BUILDING SPATIAL FRAMEWORK DATA FOR THE OCEAN SCIENTIFIC ACTIVITY IN PACIFIC CORAL REEF ISLAND								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								1567	1570		10.1109/IGARSS.2013.6723088			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638901173		
J	Jeon, Young Woo; Bae, Yoonsung; Ra, Jong Beom			IEEE					ERROR DETECTION IN DIGITAL ELEVATION MODEL USING A CAMERA IMAGE								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2517	2519		10.1109/IGARSS.2013.6723333			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638902155		
J	Li, Shang; Zhou, Guoqing; Zheng, Zezhong; Liu, Yalan; Li, Xiaowen; Zhang, Ying; Yue, Tao			IEEE					THE RELATION BETWEEN ACCURACY AND SIZE OF STRUCTURE ELEMENT FOR VEHICLE DETECTION WITH HIGH RESOLUTION HIGHWAY AERIAL IMAGES								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2645	2648		10.1109/IGARSS.2013.6723366			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	1							WOS:000345638902186		
J	Samal, Dipak R.; Gedam, Shirish S.			IEEE					MONITORING LAND USE CHANGES ASSOCIATED WITH URBANIZATION IN THE UPPER BHIMA BASIN, MAHARASHTRA, INDIA								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2673	2676		10.1109/IGARSS.2013.6723373			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638902192		
J	Yu, Feng-Chi; Chang, Kuan-Tsung; Liang, Long-Shin			IEEE					MULTITEMPORAL CHANGE ANALYSIS OF THE RELATIONSHIP OF WATER PONDS AND URBAN CHANGE - TAOYUAN, TAIWAN								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2677	2680		10.1109/IGARSS.2013.6723374			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638902193		
J	Nwaneri, Sam; Jones, Delandria; Moore, TeAmbreya; Kuzniar, Jaclyn R.			IEEE					PROMOTION OF SUPERVISED CLASSIFICATION FOR LAND USE DEVELOPMENT								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2732	2735		10.1109/IGARSS.2013.6723388			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638902207		
J	Joseph, Shijo; Herold, Martin; Sunderlin, William D.; Verchot, Louis V.			IEEE					CHALLENGES IN OPERATIONALIZING REMOTE SENSING IN CLIMATE CHANGE MITIGATION PROJECTS IN DEVELOPING COUNTRIES								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2752	2755		10.1109/IGARSS.2013.6723393			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	3							WOS:000345638902212		
J	Waqar, Mirza Muhammad; Rehman, Faiza; Ikram, Muhammad			IEEE					LAND SUITABILITY ASSESSMENT FOR RICE CROP USING GEOSPATIAL TECHNIQUES								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2844	2847		10.1109/IGARSS.2013.6723417			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638902233		
J	Kumar, Rohan; Anbalagan, R.			IEEE					PIXEL BASED TERRAIN ANALYSIS FOR LANDSLIDE HAZARD ZONATION, A CASE STUDY OF TEHRI RESERVOIR REGION, UTTARAKHAND, INDIA								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								2868	2871		10.1109/IGARSS.2013.6723423			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	2							WOS:000345638902239		
J	Wakamori, K.; Ichikawa, D.; Niimi, R.; Suzuki, M.			IEEE					ESTIMATION AND MONITORING OF RICE GROWTH STAGES IN NORTHERN PART OF JAPAN USING CONSTELLATION SATELLITE AND GIS								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3246	3249		10.1109/IGARSS.2013.6723519			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	3							WOS:000345638903080		
J	Guo, Zhe			IEEE					MAPPING THE PLANTING DATES: AN EFFORT TO RETRIVE CROP PHENOLOGY INFORMATION FROM MODIS NDVI TIME SERIES IN AFRICA								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3281	3284		10.1109/IGARSS.2013.6723528			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903089		
J	Kaiser, Mona Fouad			IEEE					GIS DATA INTEGRATION FOR SRTM -LANDSAT ETM+-RADARSAT-1 IMAGES TO DELINEAT SUBSURFACE PALEOLAKES, WADI WATIR AREA, EGYPT								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3594	3597		10.1109/IGARSS.2013.6723607			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	1							WOS:000345638903167		
J	Zhao, Jianghua; Qin, Qiming; Xie, Chao; Wang, Jianhua; Meng, Qingye			IEEE					AN EFFICIENT METHOD OF PREDICTING TRAFFIC NOISE USING GIS								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3634	3637		10.1109/IGARSS.2013.6723617			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903177		
J	Liao, Wei; He, Yawen; Du, Yunyan			IEEE					RESEARCH ON THE COMPOSITION TECHNIQUED OF MARINE GIS MODEL SERVICES								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3646	3649		10.1109/IGARSS.2013.6723620			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903180		
J	Abu Bakar, Rabieahtul; Jamaluddin, Tajul Anuar; Omar, Kamaludin M.; Razak, Khamarrul A.			IEEE					GEODYNAMIC ACTIVITY OF MALAYSIA: INSIGHT FROM SPACE-BASED TECHNOLOGY AND KNOWLEDGE DRIVEN APPROACH								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3682	3685		10.1109/IGARSS.2013.6723629			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903189		
J	Ding, Xiang; Wang, Xiaoqing; Dou, Aixia; Yuan, Xiaoxiang; Wang, Long			IEEE					THE DEVELOPMENT OF GREAT EARTHQUAKE RISK ASSESSMENT SYSTEM BASED ON HIGH RESOLUTION GRID DATA								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3686	3689		10.1109/IGARSS.2013.6723630			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903190		
J	Leidig, Mathias; Teeuw, Richard; Gibson, Andy			IEEE					THE EFFECTIVENESS OF LOW-COST GEOINFORMATICS FOR DISASTER RISK REDUCTION APPLICATIONS IN COASTAL REGIONS								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3698	3701		10.1109/IGARSS.2013.6723633			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903193		
J	Wang Shudong; Zhang Xia; Zhu Haitao; Chen Xiaoping; Shuai Tong; Zhuang Zhi			IEEE					NON-POINT SOURCE P POLLUTION RISK ASSESSMENT FOR BASIN AREA BASED ON REMOTE SENSING IMAGE								IEEE International Symposium on Geoscience and Remote Sensing IGARSS								3706	3709		10.1109/IGARSS.2013.6723635			2013	2013						IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 21-26, 2013	IEEE; Inst Elect & Elect Engineers, Geoscience & Remote Sensing Soc	Melbourne, AUSTRALIA	0							WOS:000345638903195		
