PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Koroglu, Aysun; Seker, Dursun Z.; Kabdasli, M. Sedat; Karabork, Hakan; Goktepe, Ayhan; Varol, Evren; Bayram, Bulent								EVALUATION OF BEACH PROFILE CHANGES BY USING TERRESTRIAL LASER SCANNER								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			19	28					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000003		
J	Sariyilmaz, Fulya Basak; Musaoglu, Nebiye; Tanik, Aysegul								INVESTIGATION OF LAND USE/COVER CHANGES OF SAZLIDERE BASIN BY USING BAND RATIO FOR BUILT-UP AREA (BRBA)								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			39	45					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	1							WOS:000395724000005		
J	Hamamci, Samet Feyyaz; Dogru, Ahmet Ozgur; Sari, Deniz; Ozkurt, Nesimi; Seker, Dursun Zafer								DETERMINING CHARACTERISTICS OF LANDS AFFECTED BY NOISE POLLUTION OF AIRPORTS								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			69	74					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	1							WOS:000395724000009		
J	Usta, Ziya; Comert, Cetin; Yilmaz, Volkan								SOLAR ENERGY POTENTIAL OF CITIES IN TURKEY; A GIS BASED ANALYSIS								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			80	83					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000011		
J	Bicakci, Yunus Serhat; Sarica, Beytullah; Pakdil, Mete Ercan; Yazirli, Batuhan; Demirel, Hande								SPATIO-TEMPORAL ANALYSES TO ESTIMATE SPEED INFORMATION FOR TRANSPORT FORECASTING AND SCENARIO TESTING								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			100	106					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000014		
J	Denli, Hayri Hakan; Seker, Dursun Zafer; Denli, Gaye Onursal								COMPARISON OF GLOBAL DISTRIBUTIONS OF ATMOSPHERIC CARBON DIOXIDE WITH GIS BASED ATMOSPHERIC CARBON DIOXIDE CONCENTRATION RESEARCH IN ITU CAMPUS, ISTANBUL-TURKEY								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			146	150					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000021		
J	Sariturk, Batuhan; Sivri, Nuket; Seker, Dursun Zafer								A STUDY TO DETERMINE LEVEL OF AWARENESS ABOUT HEALTH AND CARBON FOOTPRINT AMONG GEOMATICS ENGINEERS IN TURKEY								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			156	161					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	1							WOS:000395724000023		
J	Gulnerman, Ayse Giz; Goksel, Cigdem; Tezer, Azime								DISASTER CAPACITY BUILDING WITH A GIS TOOL OF PUBLIC PARTICIPATION								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			237	243					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000033		
J	Frangov, Georgi; Petkova, Vilma; Stoyanov, Ventseslav; Kadiyski, Milen; Kostov, Vladislav; Papaliangas, Theodosios								LANDSLIDE RISK ASSESSMENT AND MITIGATION ALONG A ROAD IN SW BULGARIA								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			244	253					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000034		
J	Tasdemir, Ibrahim; Kaya, Sinasi								DETERMINATION OF CONSERVATION AREAS AND TRACKING SUSTAINABILITY WITH LUCIS MODELS: A CASE STUDY OF ISTANBUL								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			369	374					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	0							WOS:000395724000050		
J	Sivri, Nuket; Cilingirturk, Ahmet Mete; Seker, Dursun Zafer; Imamoglu, Zeki; Ucan, Osman Nuri								PREDICTION OF WATER CONSUMPTION IN ISTANBUL BY MEANS OF STATISTICAL FORECASTING MODELS & GEOGRAPHIC INFORMATION SYSTEMS (GIS)								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			375	382					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	1							WOS:000395724000051		
J	Seker, Dursun Zafer; Yucel, Ugur								GIS BASED MULTI-CRITERIA DECISION ANALYSIS FOR SITE SELECTION OF A WASTEWATER TREATMENT PLANT								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			399	404					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	2							WOS:000395724000054		
J	Sivri, Nuket; Seker, Dursun Z.; Alganci, Ugur; Basusta, Nuri; Basusta, Asiye; Akgun, Hakan								THE ROLE OF SPATIAL ANALYSIS FOR AQUACULTURE: A CASE STUDY OF KEBAN DAM LAKE								FRESENIUS ENVIRONMENTAL BULLETIN				26	1			405	412					2017	2017						18th International Symposium on Environmental Pollution and its Impact on Life in the Mediterranean Region (MESAEP)	SEP 26-30, 2015		Crete, GREECE	3							WOS:000395724000055		
J	Gormus, Sevgi; Oguz, Dicle; Esbah, Hayriye								SECTOR CONFLICTS IN A PROTECTED AREA: KAPISUYU RIVER, KURE MOUNTAINS NATIONAL PARK, TURKEY								FRESENIUS ENVIRONMENTAL BULLETIN				26	2A			1333	1351					2017	2017										0							WOS:000396642600001		
J	Gulci, Sercan; Akay, Abdullah Emin; Oguz, Hakan; Gulci, Nese								ASSESSMENT OF THE ROAD IMPACTS ON CONIFEROUS SPECIES WITHIN THE ROAD-EFFECT ZONE USING NDVI ANALYSIS APPROACH								FRESENIUS ENVIRONMENTAL BULLETIN				26	2A			1654	1662					2017	2017										1							WOS:000396642600040		
J	Aydin, Mirac; Sivacioglu, Ahmet; Pacaldo, Renato S.								CARBON SEQUESTRATION AND ECONOMIC POTENTIALS OF DEVELOPING SHRUB WILLOW BIOMASS IN KASTAMONU REGION, TURKEY								FRESENIUS ENVIRONMENTAL BULLETIN				26	2A			1813	1823					2017	2017										0							WOS:000396642600060		
J	Xue, Jian-ru; Wang, Di; Du, Shao-yi; Cui, Di-xiao; Huang, Yong; Zheng, Nan-ning								A vision-centered multi-sensor fusing approach to self-localization and obstacle perception for robotic cars								FRONTIERS OF INFORMATION TECHNOLOGY & ELECTRONIC ENGINEERING				18	1			122	138		10.1631/FITEE.1601873			JAN 2017	2017										3							WOS:000394541200010		
J	Chen, Wei; Pourghasemi, Hamid Reza; Zhao, Zhou								A GIS-based comparative study of Dempster-Shafer, logistic regression and artificial neural network models for landslide susceptibility mapping								GEOCARTO INTERNATIONAL				32	4			367	385		10.1080/10106049.2016.1140824			2017	2017										17							WOS:000395143900002		
J	Mondal, Biswajit; Das, Dipendra Nath; Bhatta, Basudeb								Integrating cellular automata and Markov techniques to generate urban development potential surface: a study on Kolkata agglomeration								GEOCARTO INTERNATIONAL				32	4			401	419		10.1080/10106049.2016.1155656			2017	2017										2							WOS:000395143900004		
J	Pradhan, Ananta Man Singh; Kang, Hyo-Sub; Lee, Saro; Kim, Yun-Tae								Spatial model integration for shallow landslide susceptibility and its runout using a GIS-based approach in Yongin, Korea								GEOCARTO INTERNATIONAL				32	4			420	441		10.1080/10106049.2016.1155658			2017	2017										3							WOS:000395143900005		
J	Chehreghan, Alireza; Abbaspour, Rahim Ali								An assessment of spatial similarity degree between polylines on multi-scale, multi-source maps								GEOCARTO INTERNATIONAL				32	5			471	487		10.1080/10106049.2016.1155659			2017	2017										5							WOS:000396895500001		
J	Abdelkareem, Mohamed; El-Baz, Farouk								Remote sensing of paleodrainage systems west of the Nile River, Egypt								GEOCARTO INTERNATIONAL				32	5			541	555		10.1080/10106049.2016.1161076			2017	2017										0							WOS:000396895500006		
J	Lee, Jay; Li, Shengwen								Extending Moran's Index for Measuring Spatiotemporal Clustering of Geographic Events								GEOGRAPHICAL ANALYSIS				49	1			36	57		10.1111/gean.12106			JAN 2017	2017										1							WOS:000394972400003		
J	Masoumi, Zohreh; Maleki, Jamshid; Mesgari, Mohammad Sadi; Mansourian, Ali								Using an Evolutionary Algorithm in Multiobjective Geographic Analysis for Land Use Allocation and Decision Supporting								GEOGRAPHICAL ANALYSIS				49	1			58	83		10.1111/gean.12111			JAN 2017	2017										1							WOS:000394972400004		
J	Gebreab, Samson Y.; Hickson, DeMarc A.; Sims, Mario; Wyatt, Sharon B.; Davis, Sharon K.; Correa, Adolfo; Diez-Rouxf, Ana V.								Neighborhood social and physical environments and type 2 diabetes mellitus in African Americans: The Jackson Heart Study								HEALTH & PLACE				43				128	137		10.1016/j.healthplace.2016.12.001			JAN 2017	2017										2							WOS:000394402400016		
J	Wang, Xiaofeng; Lu, KangShou; Wang, Sha; Huang, Xianchao; Kang, Liwei								Spatiotemporal assessment of rainstorm hazard risk in Qinling mountains of China								HUMAN AND ECOLOGICAL RISK ASSESSMENT				23	2			257	275		10.1080/10807039.2016.1240609			2017	2017										0							WOS:000396866900005		
J	Zhang, Junjun; Zhai, Yuanzheng; Xue, Pengwei; Huan, Huan; Zhao, Xiaobing; Teng, Yanguo; Wang, Jinsheng								A GIS-based LVF model for semiquantitative assessment of groundwater pollution risk: A case study in Shenyang, NE China								HUMAN AND ECOLOGICAL RISK ASSESSMENT				23	2			276	298		10.1080/10807039.2016.1245099			2017	2017										1							WOS:000396866900006		
J	Gungoroglu, Cumhur								Determination of forest fire risk with fuzzy analytic hierarchy process and its mapping with the application of GIS: The case of Turkey/Cakirlar								HUMAN AND ECOLOGICAL RISK ASSESSMENT				23	2			388	406		10.1080/10807039.2016.1255136			2017	2017										0							WOS:000396866900012		
J	Tiwari, Ashwani Kumar; Singh, Abhay Kumar; Mahato, Mukesh Kumar								GIS based evaluation of fluoride contamination and assessment of fluoride exposure dose in groundwater of a district in Uttar Pradesh, India (vol 23, pg 55, 2017)								HUMAN AND ECOLOGICAL RISK ASSESSMENT				23	2			407	407		10.1080/10807039.2017.1285637			2017	2017										0							WOS:000396866900013		
J	Uster, Halit; Dalal, Jyotirmoy								Strategic emergency preparedness network design integrating supply and demand sides in a multi-objective approach								IISE TRANSACTIONS				49	4			395	413		10.1080/0740817X.2016.1234731			2017	2017										1							WOS:000396730500003		
J	Morkun, Volodymyr S.; Semerikov, Serhiy O.; Hryshchenko, Svitlana M.								CONTENT AND TEACHING TECHNOLOGY OF COURSE "ECOLOGICAL GEOINFORMATICS" IN TRAINING OF FUTURE MINING ENGINEERS								INFORMATION TECHNOLOGIES AND LEARNING TOOLS				57	1			115	125					2017	2017										0							WOS:000396781000011		
J	Liu, Baowen; Ma, Hongzhong; Ju, Ping								GIS induced current analysis in multipoint grounding systems by using 3-D finite element method								INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS				53	1			121	137		10.3233/JAE-160017			2017	2017										0							WOS:000394150400009		
J	Mobeen, Muhammad; Ahmed, Haroon; Ullah, Fahad; Riaz, Muhammad Omar; Mustafa, Irfan; Khan, Mobushir Riaz; Hanif, Muhammad Usman								Impact of climate change on the precipitation pattern of district Sargodha, Pakistan								INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT				9	1			21	35		10.1108/IJCCSM-10-2015-0147			2017	2017										0							WOS:000395666500002		
J	Stewart, Mary K.; Hagood, Danielle; Ching, Cynthia Carter								Virtual Games and Real-World Communities: Environments that Constrain and Enable Physical Activity in Games for Health								INTERNATIONAL JOURNAL OF GAME-BASED LEARNING				7	1			1	19		10.4018/IJGBL.2017010101			JAN-MAR 2017	2017										0							WOS:000396710700001		
J	Cheng, Linlin; Hu, Zhenqi; Lou, Shang								Improved methods for fuzzy comprehensive evaluation of the reclamation suitability of abandoned mine lands								INTERNATIONAL JOURNAL OF MINING RECLAMATION AND ENVIRONMENT				31	3			212	229		10.1080/17480930.2016.1167305			2017	2017										1							WOS:000395198600004		
J	Zhao, Yun; Ovando-Montejo, Gustavo A.; Frazier, Amy E.; Mathews, Adam J.; Flynn, K. Colton; Ellis, Emily A.								Estimating work and home population using lidar-derived building volumes								INTERNATIONAL JOURNAL OF REMOTE SENSING				38	4			1180	1196		10.1080/01431161.2017.1280634			2017	2017										0							WOS:000394622600012		
J	Saghapour, Tayebeh; Moridpour, Sara; Thompson, Russell G.								Measuring cycling accessibility in metropolitan areas								INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION				11	5			381	394		10.1080/15568318.2016.1262927			2017	2017										1							WOS:000395014400005		
J	Papakosta, P.; Xanthopoulos, G.; Straub, D.								Probabilistic prediction of wildfire economic losses to housing in Cyprus using Bayesian network analysis								INTERNATIONAL JOURNAL OF WILDLAND FIRE				26	1			10	23		10.1071/WF15113			2017	2017										0							WOS:000394156100002		
J	Greene, Gregory A.; Daniels, Lori D.								Spatial interpolation and mean fire interval analyses quantify historical mixed-severity fire regimes								INTERNATIONAL JOURNAL OF WILDLAND FIRE				26	2			136	147		10.1071/WF16084			2017	2017										0							WOS:000396938000004		
J	Tiwari, Tejshree; Lidman, Fredrik; Laudon, Hjalmar; Lidberg, William; Agren, Anneli M.								GIS-based prediction of stream chemistry using landscape composition, wet areas, and hydrological flow pathways								JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES				122	1			65	79		10.1002/2016JG003399			JAN 2017	2017										5							WOS:000394944400005		
J	Chen Hao; Oguchi, Takashi; Wu Pan								Assessment for soil loss by using a scheme of alterative sub-models based on the RUSLE in a Karst Basin of Southwest China								JOURNAL OF INTEGRATIVE AGRICULTURE				16	2			377	388		10.1016/S2095-3119(16)61507-1			2017	2017										1							WOS:000394482800013		
J	Chhetri, Parveen K.; Shrestha, Krishna B.; Cairns, David M.								Topography and human disturbances are major controlling factors in treeline pattern at Barun and Manang area in the Nepal Himalaya								JOURNAL OF MOUNTAIN SCIENCE				14	1			119	127		10.1007/s11629-016-4198-6			JAN 2017	2017										1							WOS:000394156500009		
J	Akinyemi, Felicia O.; Pontius, Robert Gilmore, Jr.; Braimoh, Ademola K.								Land change dynamics: insights from Intensity Analysis applied to an African emerging city								JOURNAL OF SPATIAL SCIENCE				62	1			69	83		10.1080/14498596.2016.1196624			2017	2017										2							WOS:000396750700005		
J	Leao, Simone Z.								Assessing the trade-off between data quality and spatial resolution for the Thornthwaite Moisture Index mapping								JOURNAL OF SPATIAL SCIENCE				62	1			85	102		10.1080/14498596.2016.1220871			2017	2017										1							WOS:000396750700006		
J	Cavur, M.; Duzgun, H. S.								A framework to embed a spatial statistics toolbox in open-source GIS software: kernel density estimation example								JOURNAL OF SPATIAL SCIENCE				62	1			173	193		10.1080/14498596.2016.1230837			2017	2017										0							WOS:000396750700011		
J	Sashikkumar, M. C.; Selvam, S.; Kalyanasundaram, V. Lenin; Johnny, J. Colins								GIS Based Groundwater Modeling Study to Assess the Effect of Artificial Recharge: A Case Study from Kodaganar River Basin, Dindigul District, Tamil Nadu								JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA				89	1			57	64		10.1007/s12594-017-0558-2			JAN 2017	2017										1							WOS:000394013700007		
J	Kaya, H. Serdar; Mutlu, Hasan								Modelling 3D spatial enclosure of urban open spaces								JOURNAL OF URBAN DESIGN				22	1			96	115		10.1080/13574809.2016.1235465			2017	2017										0							WOS:000396632900008		
J	Davis, Aaron Tyson								Chacoan Roadways in the Goodman Point Region in Southwest Colorado								KIVA-JOURNAL OF SOUTHWESTERN ANTHROPOLOGY AND HISTORY				83	1			45	65		10.1080/00231940.2016.1270182			2017	2017										0							WOS:000396615800004		
J	Kunitz, J. K.; Lagree, J. D.; Weinig, D. L.								A GIS Examination of the Chacoan Great North Road								KIVA-JOURNAL OF SOUTHWESTERN ANTHROPOLOGY AND HISTORY				83	1			86	113		10.1080/00231940.2016.1199936			2017	2017										0							WOS:000396615800006		
J	Merchant, Stephanie								The promise of creative/participatory mapping practices for sport and leisure research								LEISURE STUDIES				36	2			182	191		10.1080/02614367.2016.1231830			2017	2017										1							WOS:000396850000004		
J	Slamova, K.; Koehl, M.								Measurement and GIS-based spatial modelling of copper corrosion in different environments in Europe								MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION				68	1			20	29		10.1002/maco.201608957			JAN 2017	2017										1							WOS:000394664000002		
J	Nelken, Kinga; Zmudzka, Elwira								TMY versus multi-year time series of meteorological conditions for the characterization of central Poland's suitability for photovoltaics								METEOROLOGISCHE ZEITSCHRIFT				26	1			21	31		10.1127/metz/2016/0755			2017	2017										1							WOS:000394368900002		
J	Bruno, Leandro Obadowiski								GRASS: A free and open source solution for hydrographic body analysis								NATIVA				5	1			24	30					JAN-FEB 2017	2017										0							WOS:000396712100005		
J	Hyodo, Fujio; Kuwae, Michinobu; Sasaki, Naoko; Hayashi, Ryoma; Makino, Wataru; Kusaka, Soichiro; Tsugeki, Narumi K.; Ishida, Seiji; Ohtsuki, Hajime; Omoto, Kohei; Urabe, Jotaro								Variations in lignin-derived phenols in sediments of Japanese lakes over the last century and their relation to watershed vegetation								ORGANIC GEOCHEMISTRY				103				125	135		10.1016/j.orggeochem.2016.11.001			JAN 2017	2017										0							WOS:000396521400012		
J	Rudy, Ashley C. A.; Lamoureux, Scott F.; Treitz, Paul; Van Ewijk, Karin; Bonnaventure, Philip P.; Budkewitsch, Paul								Terrain Controls and Landscape-Scale Susceptibility Modelling of Active-Layer Detachments, Sabine Peninsula, Melville Island, Nunavut								PERMAFROST AND PERIGLACIAL PROCESSES				28	1			79	91		10.1002/ppp.1900			JAN-MAR 2017	2017										4							WOS:000394429900007		
J	Kenner, R.; Magnusson, J.								Estimating the Effect of Different Influencing Factors on Rock Glacier Development in Two Regions in the Swiss Alps								PERMAFROST AND PERIGLACIAL PROCESSES				28	1			195	208		10.1002/ppp.1910			JAN-MAR 2017	2017										4							WOS:000394429900016		
J	Swierkosz, Krzysztof; Reczynska, Kamila; Kuras, Iwona								Increasing Area of Deciduous Forest Communities (Querco-Fagetea Class) as an Unintended Effect of Regular Forestry Management - a Study from Central Europe								POLISH JOURNAL OF ENVIRONMENTAL STUDIES				26	1			323	329					2017	2017										0							WOS:000394830000034		
J	Keaton, Jeffrey R.; Boudra, Luther H.; Huggins, Eleanor L.			ASME					ENHANCING PIPELINE PROJECT MANAGEMENT WITH REFINED ROCK EXCAVATION FORECASTING								PROCEEDINGS OF THE 11TH INTERNATIONAL PIPELINE CONFERENCE, 2016, VOL 2										UNSP V002T02A015				2017	2017						11th International Pipeline Conference (IPC 2016)	SEP 26-30, 2016	IPTI, ASME Inst	Calgary, CANADA	0							WOS:000395838600040		
J	Kitt, Benjamin J.; Licker, Aaron; Cull, Joshua			ASME					PIPELINE ROUTE PLANNING FOR MULTIPHASE PIPELINES								PROCEEDINGS OF THE 11TH INTERNATIONAL PIPELINE CONFERENCE, 2016, VOL 2										UNSP V002T02A011				2017	2017						11th International Pipeline Conference (IPC 2016)	SEP 26-30, 2016	IPTI, ASME Inst	Calgary, CANADA	0							WOS:000395838600036		
J	Lachey, Jeffrey; Vanderlee, Keith; Jewell, Robert; Alfano, Tony			ASME					OPTIMIZING PREVENTATIVE AND MITIGATIVE MEASURE SELECTION								PROCEEDINGS OF THE 11TH INTERNATIONAL PIPELINE CONFERENCE, 2016, VOL 2										UNSP V002T07A024				2017	2017						11th International Pipeline Conference (IPC 2016)	SEP 26-30, 2016	IPTI, ASME Inst	Calgary, CANADA	0							WOS:000395838600088		
J	Bertrand, Melanie; Liebault, Frederic; Piegay, Herve								Regional Scale Mapping of Debris-Flow Susceptibility in the Southern French Alps								REVUE DE GEOGRAPHIE ALPINE-JOURNAL OF ALPINE RESEARCH				105	4									2017	2017										0							WOS:000396538900001		
J	Alekseev, Yu. V.; Samoylova, N. A.								FEATURES OF URBAN DEVELOPMENT PLANNING OF OLD INDUSTRIAL TERRITORIES IN COAL-MINING AREAS								RUSSIAN JOURNAL OF BUILDING CONSTRUCTION AND ARCHITECTURE					1			74	90					2017	2017										0							WOS:000396532300008		
J	Olsson, Bengt A.; Hannrup, Bjorn; Jonsson, Mari; Larsolle, Anders; Nordstrom, Maria; Mortberg, Ulla; Rudolphi, Jorgen; Stromgren, Monika								A decision support model for individual tree stump harvesting options based on criteria for economic return and environmental protection								SCANDINAVIAN JOURNAL OF FOREST RESEARCH				32	3			246	259		10.1080/02827581.2016.1236983			2017	2017										1							WOS:000395088000007		
J	Gokgoz, Turkay; Hacar, Muslum; Memduhoglu, Abdulkadir; Ilci, Veli; Karabulut, Mustafa Fahri; Tekin, Aydemir Can; Ozerdem, Omer Zubeyr								AN EXPERIMENTAL STUDY ON MAP PROJECTION TRANSFORMATION USING GIS TOOLS								SIGMA JOURNAL OF ENGINEERING AND NATURAL SCIENCES-SIGMA MUHENDISLIK VE FEN BILIMLERI DERGISI				35	1			101	117					2017	2017										0							WOS:000396584500009		
J	Yildirim, Volkan; Yomralioglu, Tahsin; Nisanci, Recep; Colak, H. Ebru; Bediroglu, Sevket; Saralioglu, Ekrem								A spatial multicriteria decision-making method for natural gas transmission pipeline routing								STRUCTURE AND INFRASTRUCTURE ENGINEERING				13	5			567	580		10.1080/15732479.2016.1173071			2017	2017										0							WOS:000395563600003		
J	Morillo, M. C.; Garcia Cepeda, F.; Martinez-Cuevas, S.								The application of spatial analysis to cadastral zoning of urban areas: an example in the city of Madrid								SURVEY REVIEW				49	353			83	92		10.1080/00396265.2015.1113029			2017	2017										2							WOS:000396792100002		
